,COUNT(session),COUNT(transaction),NUM_UNIQUE(transaction.artist),NUM_UNIQUE(transaction.page),NUM_UNIQUE(transaction.song),MEAN(transaction.length),SUM(transaction.length),MAX(transaction.itemInSession),MAX(transaction.length),MIN(transaction.length),WEEKDAY(first_session_time),WEEKDAY(registrationDate),MEAN(session.COUNT(transaction)),MEAN(session.MAX(transaction.itemInSession)),MEAN(session.MAX(transaction.length)),MEAN(session.MEAN(transaction.length)),MEAN(session.MIN(transaction.length)),MEAN(session.NUM_UNIQUE(transaction.artist)),MEAN(session.NUM_UNIQUE(transaction.page)),MEAN(session.NUM_UNIQUE(transaction.song)),MEAN(session.SUM(transaction.length)),SUM(session.MAX(transaction.itemInSession)),SUM(session.MAX(transaction.length)),SUM(session.MEAN(transaction.length)),SUM(session.MIN(transaction.length)),SUM(session.NUM_UNIQUE(transaction.artist)),MAX(session.COUNT(transaction)),MAX(session.NUM_UNIQUE(transaction.artist)),MAX(session.NUM_UNIQUE(transaction.page)),MAX(session.NUM_UNIQUE(transaction.song)),MAX(session.SUM(transaction.length)),MIN(session.COUNT(transaction)),MIN(session.MAX(transaction.itemInSession)),MIN(session.MAX(transaction.length)),MIN(session.MEAN(transaction.length)),MIN(session.NUM_UNIQUE(transaction.artist)),MIN(session.NUM_UNIQUE(transaction.page)),MIN(session.NUM_UNIQUE(transaction.song)),MIN(session.SUM(transaction.length)),COUNT(transaction WHERE page = Thumbs Down),COUNT(transaction WHERE page = NextSong),COUNT(transaction WHERE page = Error),COUNT(transaction WHERE page = Submit Downgrade),COUNT(transaction WHERE page = Add Friend),COUNT(transaction WHERE page = Home),COUNT(transaction WHERE page = Help),COUNT(transaction WHERE page = About),COUNT(transaction WHERE page = Settings),COUNT(transaction WHERE page = Downgrade),COUNT(transaction WHERE page = Add to Playlist),COUNT(transaction WHERE page = Submit Upgrade),COUNT(transaction WHERE page = Cancellation Confirmation),COUNT(transaction WHERE page = Save Settings),COUNT(transaction WHERE page = Logout),COUNT(transaction WHERE page = Thumbs Up),COUNT(transaction WHERE page = Roll Advert),COUNT(transaction WHERE page = Upgrade),is_cancel,gender_F,gender_M,MODE(session.userAgent)_Linux,MODE(session.userAgent)_Macintosh,MODE(session.userAgent)_Windows,MODE(session.userAgent)_iPad,MODE(session.userAgent)_iPhone,MODE(transaction.page)_About,MODE(transaction.page)_Add Friend,MODE(transaction.page)_Add to Playlist,MODE(transaction.page)_Cancel,MODE(transaction.page)_Help,MODE(transaction.page)_Home,MODE(transaction.page)_Logout,MODE(transaction.page)_NextSong,MODE(transaction.page)_Settings,MODE(session.MODE(transaction.page))_About,MODE(session.MODE(transaction.page))_Add Friend,MODE(session.MODE(transaction.page))_Add to Playlist,MODE(session.MODE(transaction.page))_Cancel,MODE(session.MODE(transaction.page))_Help,MODE(session.MODE(transaction.page))_Home,MODE(session.MODE(transaction.page))_Logout,MODE(session.MODE(transaction.page))_NextSong,MODE(session.MODE(transaction.page))_Settings,positive_transaction_count,negative_transaction_count,neutral_transaction_count
2275,14,1874,1099,16,1405,207.70582162753462,389240.7097299999,398,2144.44363,0.0,4,2,133.85714285714286,136.57142857142858,727.9426364285715,189.3271586222774,0.0,104.0,7.785714285714286,110.14285714285714,27802.90783785715,1912,10191.19691,2650.5802207118836,0.0,1456,394,307,13,338,88109.92318000003,5,8,283.8722,115.26773599999999,3,3,3,576.33868,14.0,1560.0,2.0,0.0,37.0,67.0,11.0,4.0,7.0,15.0,43.0,1.0,0.0,1.0,20.0,86.0,4.0,2.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,168.0,31.0,82.0
2276,1,45,38,6,39,204.33870111111108,9195.241549999999,44,967.36608,0.0,4,0,45.0,44.0,967.36608,204.33870111111108,0.0,38.0,6.0,39.0,9195.241549999999,44,967.36608,204.33870111111108,0.0,38,45,38,6,39,9195.241549999999,45,44,967.36608,204.33870111111108,38,6,39,9195.241549999999,2.0,38.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1.0,2.0,4.0
2277,2,44,34,8,34,179.98689590909092,7919.423420000001,44,494.99383,0.0,4,2,22.0,22.0,247.496915,92.08631883720932,0.0,17.5,4.5,17.5,3959.7117100000005,44,494.99383,184.17263767441864,0.0,35,43,34,8,34,7919.423420000001,1,0,0.0,0.0,1,1,1,0.0,0.0,33.0,0.0,0.0,1.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,3.0,0.0,6.0
2278,3,122,92,8,94,191.11063442622947,23315.497399999997,58,489.50812,0.0,4,0,40.666666666666664,41.0,418.79464666666667,189.22105810721246,0.0,32.0,5.0,32.0,7771.832466666666,123,1256.38394,567.6631743216374,0.0,96,57,43,6,43,10489.71157,20,21,354.21995,177.50823100000002,16,4,16,3550.1646200000005,3.0,93.0,0.0,0.0,2.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,7.0,2.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,10.0,3.0,15.0
2279,9,1078,703,13,852,210.06309774582593,226448.01937000034,378,812.2771,0.0,4,5,119.77777777777777,121.11111111111111,453.34314,155.44437601990347,0.0,92.55555555555556,6.0,99.88888888888889,25160.89104111111,1090,4080.08826,1398.9993841791313,0.0,833,368,272,12,300,76023.89392,1,0,0.0,0.0,1,1,1,0.0,7.0,908.0,1.0,0.0,9.0,42.0,6.0,2.0,5.0,11.0,26.0,0.0,0.0,1.0,8.0,52.0,0.0,0.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,87.0,19.0,49.0
2280,2,309,233,10,255,214.51683135922315,66285.70088999995,249,972.06812,0.0,4,3,154.5,154.5,910.170975,221.3848110464039,0.0,120.5,9.0,128.5,33142.850444999975,309,1820.34195,442.7696220928078,0.0,241,248,189,10,204,52088.957099999956,61,60,848.27383,210.0361173387095,52,8,53,14196.74379,3.0,260.0,0.0,0.0,8.0,7.0,1.0,3.0,0.0,3.0,10.0,0.0,0.0,0.0,2.0,12.0,0.0,0.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,30.0,6.0,10.0
2281,6,302,214,13,222,186.3809123509935,56287.03553000004,89,879.25506,0.0,4,1,50.333333333333336,51.166666666666664,500.03982,177.59085139314777,0.0,37.833333333333336,7.166666666666667,38.5,9381.172588333333,307,3000.2389200000002,1065.5451083588866,0.0,227,89,67,9,67,16933.71703,14,18,362.16118,115.24828642857143,8,4,8,1613.47601,3.0,226.0,0.0,0.0,11.0,19.0,2.0,1.0,3.0,0.0,3.0,0.0,0.0,1.0,7.0,6.0,17.0,3.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,23.0,3.0,40.0
2282,1,333,253,11,264,196.3577624624625,65387.134900000005,343,515.18649,0.0,4,5,333.0,343.0,515.18649,196.3577624624625,0.0,253.0,11.0,264.0,65387.134900000005,343,515.18649,196.3577624624625,0.0,253,333,253,11,264,65387.134900000005,333,343,515.18649,196.3577624624625,253,11,264,65387.134900000005,1.0,273.0,0.0,0.0,4.0,14.0,4.0,1.0,2.0,4.0,9.0,0.0,0.0,0.0,5.0,16.0,0.0,0.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,29.0,5.0,17.0
2283,1,18,14,5,14,183.2196261111111,3297.95327,20,341.18485,0.0,4,1,18.0,20.0,341.18485,183.2196261111111,0.0,14.0,5.0,14.0,3297.95327,20,341.18485,183.2196261111111,0.0,14,18,14,5,14,3297.95327,18,20,341.18485,183.2196261111111,14,5,14,3297.95327,0.0,13.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,3.0,0.0,2.0
2284,7,184,133,11,142,199.13789070652172,36641.371889999995,66,808.09751,0.0,4,3,26.285714285714285,25.857142857142858,516.9702757142858,241.89016492976137,71.01941000000001,20.571428571428573,4.428571428571429,21.0,5234.48169857143,181,3618.7919300000003,1693.2311545083296,497.13587,144,67,48,9,50,12964.391550000004,1,0,307.61751,152.61853280000003,1,1,1,497.13587,1.0,143.0,0.0,0.0,1.0,15.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,2.0,5.0,10.0,1.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,9.0,1.0,27.0
2285,4,275,223,9,234,214.69080338181814,59039.97092999999,126,836.5971,0.0,4,3,68.75,67.75,576.208525,210.03188633434536,0.0,58.25,5.0,59.5,14759.992732499997,271,2304.8341,840.1275453373814,0.0,233,127,108,8,110,27509.05665999999,10,9,379.92444,196.15439,9,3,9,2113.0935099999997,2.0,237.0,0.0,0.0,1.0,11.0,2.0,3.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,18.0,4.0,14.0
2286,4,474,343,9,376,200.52133873417722,95047.11456,210,2520.99873,0.0,4,6,118.5,121.75,1027.1930149999998,202.82723653431742,0.0,93.0,7.5,96.0,23761.778639999997,487,4108.772059999999,811.3089461372697,0.0,372,208,159,9,166,41001.249529999994,75,78,491.02322,178.5959073033708,61,6,61,15895.035750000003,10.0,383.0,1.0,0.0,7.0,21.0,0.0,0.0,0.0,5.0,19.0,0.0,0.0,0.0,9.0,19.0,0.0,0.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,45.0,16.0,21.0
2287,3,192,144,11,150,196.80767270833334,37787.07316,110,616.77669,0.0,4,2,64.0,65.66666666666667,494.93288,186.60332169211915,0.0,50.666666666666664,7.666666666666667,51.0,12595.691053333334,197,1484.79864,559.8099650763575,0.0,152,106,85,10,86,22202.919769999993,15,14,291.18649,165.90334133333334,12,4,12,2488.5501200000003,3.0,150.0,0.0,0.0,3.0,11.0,2.0,2.0,1.0,0.0,2.0,0.0,0.0,0.0,3.0,7.0,8.0,0.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,12.0,3.0,22.0
2288,1,49,42,9,42,214.9090083673469,10530.541409999998,48,483.44771,0.0,4,6,49.0,48.0,483.44771,214.9090083673469,0.0,42.0,9.0,42.0,10530.541409999998,48,483.44771,214.9090083673469,0.0,42,49,42,9,42,10530.541409999998,49,48,483.44771,214.9090083673469,42,9,42,10530.541409999998,1.0,41.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,3.0,3.0,1.0
2289,3,842,608,13,694,212.85661659144884,179225.27116999993,460,1314.48118,0.0,4,0,280.6666666666667,285.3333333333333,1075.12989,214.34956175862416,0.0,225.0,11.0,240.0,59741.75705666665,856,3225.3896699999996,643.0486852758725,0.0,675,450,348,12,381,94278.30330999996,188,193,655.77751,209.5073406888888,156,9,162,41071.73061999999,3.0,725.0,3.0,0.0,15.0,27.0,4.0,1.0,3.0,7.0,16.0,0.0,0.0,1.0,6.0,31.0,0.0,0.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,62.0,13.0,31.0
2290,3,583,412,14,456,206.46277399656958,120367.79724000006,285,1485.97506,0.0,4,5,194.33333333333334,197.0,903.8624033333332,206.2809041465542,0.0,150.66666666666666,9.333333333333334,157.33333333333334,40122.59907999999,591,2711.5872099999997,618.8427124396626,0.0,452,278,203,11,218,56688.88029999996,118,120,544.88771,201.62640618644073,99,7,100,23791.915930000006,2.0,476.0,0.0,0.0,11.0,18.0,4.0,2.0,5.0,2.0,20.0,1.0,0.0,1.0,5.0,35.0,0.0,1.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,67.0,4.0,25.0
2291,2,234,193,11,200,218.74207504273514,51185.64556000002,138,792.92036,0.0,4,5,117.0,119.5,741.72036,218.29804256044775,0.0,98.5,8.0,101.0,25592.822780000002,239,1483.44072,436.5960851208955,0.0,197,134,111,9,115,29661.44013,100,101,690.52036,215.2420543,86,7,87,21524.20543,2.0,202.0,0.0,0.0,0.0,10.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,1.0,3.0,10.0,0.0,0.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,11.0,3.0,13.0
2292,8,538,388,12,417,201.01600373605973,108146.61001000013,220,667.0624,0.0,4,2,67.25,67.75,503.50322,194.1805551345603,0.0,54.0,6.25,54.875,13518.326251250004,542,4028.02576,1553.4444410764825,0.0,432,219,165,10,171,42942.040280000045,8,7,279.17016,145.1327775,6,3,6,1161.06222,3.0,437.0,0.0,0.0,11.0,22.0,3.0,5.0,3.0,5.0,12.0,0.0,0.0,2.0,5.0,30.0,0.0,0.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,53.0,8.0,30.0
2293,3,265,205,11,219,217.9461089056604,57755.71886000001,241,790.282,0.0,4,5,88.33333333333333,91.0,515.1342433333333,169.58015367406787,0.0,70.0,5.333333333333333,74.0,19251.906286666668,273,1545.40273,508.74046102220365,0.0,210,231,180,10,192,50982.023810000006,3,2,230.94812,76.98270666666666,2,3,2,230.94812,2.0,224.0,0.0,0.0,4.0,7.0,1.0,1.0,0.0,2.0,6.0,0.0,0.0,0.0,4.0,13.0,1.0,0.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,23.0,4.0,9.0
2294,1,119,102,6,103,201.7011375630252,24002.43537,139,497.13587,0.0,4,2,119.0,139.0,497.13587,201.7011375630252,0.0,102.0,6.0,103.0,24002.43537,139,497.13587,201.7011375630252,0.0,102,119,102,6,103,24002.43537,119,139,497.13587,201.7011375630252,102,6,103,24002.43537,1.0,102.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,8.0,3.0,6.0
2295,2,232,173,13,183,206.57111728448277,47924.49921,239,655.77751,0.0,4,1,116.0,144.5,479.46404,199.48057668859644,0.0,87.0,7.5,92.0,23962.249604999994,289,958.92808,398.9611533771929,0.0,174,228,170,13,180,47155.95199999999,4,50,303.15057,192.1368025,4,2,4,768.54721,2.0,188.0,0.0,0.0,2.0,14.0,1.0,0.0,1.0,5.0,4.0,0.0,1.0,0.0,5.0,6.0,2.0,0.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,12.0,8.0,17.0
2296,2,95,62,11,63,166.45277421052631,15813.01355,58,655.77751,0.0,4,6,47.5,56.5,530.9513850000001,163.8871871634616,0.0,31.5,8.0,32.0,7906.506775000003,113,1061.9027700000001,327.7743743269232,0.0,63,56,40,9,40,9980.560310000004,39,55,406.12526,149.5500830769231,23,7,24,5832.453240000001,3.0,62.0,1.0,0.0,3.0,3.0,0.0,0.0,2.0,0.0,3.0,0.0,1.0,0.0,0.0,4.0,12.0,0.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,10.0,5.0,17.0
2297,4,420,302,15,326,192.46673152380959,80836.02724000002,406,836.5971,0.0,4,2,105.0,107.75,365.11312999999996,126.80338113902184,0.0,77.5,5.75,83.0,20209.00681000001,431,1460.4525199999998,507.21352455608735,0.0,310,396,290,15,312,77009.69699000004,1,3,0.0,0.0,1,1,1,0.0,7.0,336.0,0.0,0.0,4.0,15.0,1.0,2.0,3.0,7.0,14.0,1.0,0.0,1.0,5.0,10.0,13.0,1.0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,29.0,14.0,33.0
2298,9,1068,649,16,783,196.7783389138578,210159.26596000014,436,1058.89914,0.0,4,3,118.66666666666667,120.77777777777777,678.1441277777777,196.57723362335412,0.0,87.88888888888889,7.777777777777778,93.0,23351.02955111111,1087,6103.297149999999,1769.1951026101872,0.0,791,427,296,15,323,83580.79397999997,16,16,348.57751,154.0136379865772,13,4,13,3017.2941499999997,12.0,841.0,2.0,1.0,12.0,41.0,5.0,2.0,2.0,7.0,22.0,0.0,0.0,1.0,14.0,40.0,61.0,5.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,79.0,21.0,106.0
2299,1,416,325,10,353,215.39903807692306,89605.99983999999,419,821.39383,0.0,4,5,416.0,419.0,821.39383,215.39903807692306,0.0,325.0,10.0,353.0,89605.99983999999,419,821.39383,215.39903807692306,0.0,325,416,325,10,353,89605.99983999999,416,419,821.39383,215.39903807692306,325,10,353,89605.99983999999,2.0,364.0,0.0,0.0,4.0,13.0,0.0,0.0,3.0,4.0,5.0,0.0,0.0,0.0,2.0,17.0,2.0,0.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,26.0,6.0,18.0
2300,2,97,71,9,72,174.8544547422681,16960.882110000006,60,432.16934,0.0,4,3,48.5,49.0,404.714645,174.7845962488948,0.0,36.5,7.0,36.5,8480.441055000001,98,809.42929,349.5691924977896,0.0,73,58,42,8,42,10158.192050000003,39,38,377.25995,174.42795025641024,31,6,31,6802.69006,1.0,71.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,2.0,1.0,12.0,1.0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,6.0,1.0,17.0
2301,3,247,175,10,185,191.33606566801615,47260.00821999999,237,864.36526,0.0,4,1,82.33333333333333,83.66666666666667,382.0056833333333,116.34301390395478,0.0,59.333333333333336,5.0,62.333333333333336,15753.33607333333,251,1146.01705,349.02904171186435,0.0,178,236,169,10,178,45706.43097999999,1,2,0.0,0.0,1,1,1,0.0,2.0,185.0,0.0,0.0,2.0,6.0,2.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,2.0,9.0,28.0,1.0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,22.0,2.0,34.0
2302,12,644,422,19,470,185.90039183229808,119719.85233999997,268,676.23138,0.0,4,3,53.666666666666664,56.333333333333336,489.4885266666666,169.45150026189432,0.0,39.583333333333336,6.416666666666667,41.083333333333336,9976.654361666666,676,5873.862319999999,2033.4180031427318,0.0,475,265,202,11,214,54595.141689999975,6,5,289.2273,99.10035923076923,4,3,4,603.79292,18.0,484.0,1.0,1.0,4.0,33.0,6.0,3.0,7.0,8.0,15.0,1.0,1.0,3.0,9.0,33.0,15.0,1.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,53.0,28.0,58.0
2303,2,90,69,11,70,189.36650466666677,17042.985420000008,85,464.92689,0.0,4,2,45.0,47.0,388.32281,167.51509131250003,0.0,35.0,6.5,35.5,8521.492710000002,94,776.64562,335.03018262500007,0.0,70,80,62,10,63,15648.781250000004,10,9,311.71873,139.420417,8,3,8,1394.20417,4.0,70.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,6.0,1.0,1.0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,8.0,5.0,5.0
2304,7,612,436,12,487,203.02291450980397,124250.02368000003,286,655.77751,0.0,4,4,87.42857142857143,87.71428571428571,530.0725514285714,200.86154945610002,0.0,71.0,6.0,72.85714285714286,17750.003382857147,614,3710.5078599999997,1406.0308461927002,0.0,497,285,217,11,224,55985.713500000005,6,5,334.78485,183.07009833333333,6,2,6,1098.42059,17.0,506.0,1.0,0.0,9.0,21.0,1.0,2.0,4.0,3.0,16.0,0.0,0.0,0.0,4.0,28.0,0.0,0.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,53.0,21.0,27.0
2305,10,856,574,15,673,199.72894453271041,170967.9765200001,321,655.77751,0.0,4,0,85.6,85.4,512.858976,191.44841584232077,0.0,67.3,6.7,70.5,17096.797652000012,854,5128.58976,1914.4841584232076,0.0,673,322,243,13,267,66502.82618000008,8,7,249.20771,135.562165,6,3,6,1084.49732,20.0,700.0,1.0,0.0,18.0,24.0,2.0,2.0,10.0,10.0,21.0,1.0,0.0,0.0,4.0,41.0,1.0,1.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,81.0,31.0,37.0
2306,6,302,213,11,231,203.336871986755,61407.735340000014,176,1485.97506,0.0,4,6,50.333333333333336,50.333333333333336,669.6311133333334,205.87423140416686,18.02006,38.5,5.166666666666667,39.666666666666664,10234.622556666667,302,4017.78668,1235.2453884250012,108.12036,231,175,128,9,135,35752.16553,6,5,354.35057,186.85185483870973,6,1,6,1453.8421700000001,8.0,238.0,0.0,0.0,7.0,10.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,2.0,1.0,9.0,22.0,1.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,18.0,8.0,35.0
2307,4,625,429,15,476,206.21996467200017,128887.4779200001,252,1670.45179,0.0,4,3,156.25,159.5,1099.369345,201.86839882595166,0.0,117.25,8.75,122.5,32221.86948,638,4397.47738,807.4735953038066,0.0,469,245,193,12,202,51957.28632000002,22,25,535.35302,190.49644136363634,17,6,17,4190.92171,19.0,499.0,2.0,0.0,13.0,28.0,2.0,1.0,3.0,7.0,7.0,1.0,0.0,0.0,8.0,20.0,13.0,2.0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,42.0,28.0,45.0
2308,3,405,303,10,326,205.86471474074074,83375.20947,203,1258.05669,0.0,4,0,135.0,138.0,1052.49914,203.95583280000946,0.0,105.33333333333333,9.0,110.66666666666667,27791.73649000001,414,3157.4974199999997,611.8674984000284,0.0,316,198,152,9,160,41383.89392000001,84,87,656.97914,193.85154428571434,61,9,66,16283.529720000004,14.0,332.0,0.0,0.0,7.0,8.0,4.0,0.0,3.0,6.0,11.0,0.0,0.0,0.0,6.0,14.0,0.0,0.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,32.0,20.0,11.0
2309,5,317,221,12,237,183.50318309148273,58170.509040000026,145,967.36608,0.0,4,0,63.4,64.6,536.622568,181.66330943660614,0.0,48.8,7.2,49.2,11634.101808,323,2683.11284,908.3165471830307,0.0,244,139,108,10,110,26609.321559999993,5,4,258.0371,151.94185536231885,5,2,5,941.66023,7.0,242.0,1.0,0.0,5.0,16.0,4.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,5.0,11.0,16.0,5.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,25.0,8.0,33.0
2310,4,98,77,7,77,178.18487122448977,17462.117379999996,36,505.44281,0.0,4,2,24.5,24.0,391.80363,176.90884412987015,0.0,20.0,4.5,20.0,4365.529345,96,1567.21452,707.6353765194806,0.0,80,35,29,6,29,6510.119559999999,20,19,336.74404,131.71408142857143,14,3,14,2765.99571,0.0,76.0,0.0,0.0,2.0,8.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,9.0,4.0,8.0
2311,2,51,37,6,38,175.0395423529412,8927.016660000001,45,534.33424,0.0,4,0,25.5,26.5,446.406075,194.0332728571429,0.0,19.0,4.5,19.5,4463.508330000001,53,892.81215,388.0665457142858,0.0,38,42,30,6,31,6916.531680000002,9,8,358.47791,164.67932571428577,8,3,8,2010.4849800000002,0.0,37.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,2.0,2.0,3.0,0.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,6.0,0.0,6.0
2312,19,789,503,16,582,194.5374034727502,153490.0113399999,183,2520.99873,0.0,4,1,41.526315789473685,42.0,582.6635215789474,179.08282685601662,0.0,32.21052631578947,6.0,32.578947368421055,8078.421649473683,798,11070.60691,3402.5737102643157,0.0,612,171,121,13,124,30571.09712999999,3,2,203.2322,67.74406666666667,2,2,2,203.2322,22.0,605.0,0.0,1.0,9.0,47.0,6.0,1.0,8.0,3.0,17.0,1.0,0.0,1.0,13.0,28.0,24.0,3.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,57.0,25.0,80.0
2313,17,1637,965,14,1211,205.08676975565086,335727.04209000047,231,2390.20363,0.0,4,4,96.29411764705883,99.58823529411765,712.2972664705883,199.34027514186798,0.0,75.47058823529412,7.235294117647059,78.41176470588235,19748.649534705884,1693,12109.053530000001,3388.7846774117556,0.0,1283,225,171,11,183,47153.60100000001,10,17,375.19628,161.63238100000004,7,3,7,1616.3238100000003,12.0,1335.0,2.0,0.0,27.0,57.0,8.0,4.0,11.0,12.0,41.0,0.0,0.0,2.0,13.0,111.0,2.0,0.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,179.0,26.0,74.0
2314,1,6,6,1,6,272.46975166666664,1634.8185099999998,12,547.44771,156.47302,4,3,6.0,12.0,547.44771,272.46975166666664,156.47302,6.0,1.0,6.0,1634.8185099999998,12,547.44771,272.46975166666664,156.47302,6,6,6,1,6,1634.8185099999998,6,12,547.44771,272.46975166666664,6,1,6,1634.8185099999998,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0
2315,19,1454,887,14,1092,201.82501268913344,293453.56845,355,1436.76036,0.0,4,5,76.52631578947368,79.42105263157895,550.6360231578948,204.93110803699358,20.99690210526316,60.36842105263158,5.315789473684211,62.63157894736842,15444.924655263156,1509,10462.08444,3893.691052702878,398.94114,1147,351,260,11,281,69774.23725999997,4,3,226.40281,150.99441866666666,4,1,4,848.82104,15.0,1186.0,1.0,0.0,25.0,52.0,7.0,6.0,8.0,2.0,42.0,0.0,0.0,2.0,16.0,91.0,1.0,0.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,158.0,18.0,67.0
